Food Code,Food Name (minerals indian.csv),Food Category,Energy,Carbs,Fat,Protein,Fat value,Alpha Lino-lenic,Arachidic,Arginine,Behenic,Calcium,Carotene(µg),Chlorine,Choline-(mg),Chromium,Copper,Cystine,Folicacid(mg),Folicfree(mg),Histidine,IDF(g),Iron,Isole-ucine,Leucine,Ligno-ceric,Linoleic,Lysine,Magn-esium,Mang-anese,Methi-onine,Molyb-denum,Niacin(mg),Number of Records,Oleic,Palmi-toleic,Palmitic,Phenyl-alanine,Phosp-horus,Potassium,Riboflavin(mg),SDF(g),Sodium,Stearic,Sulphur,TDF(g),Thiamine(mg),Thre-onine,Total Mono Unsa-turates,Total N,Total Poly Unsaturates,Total Satur-ates,Trypt-ophan,Tyrosine,Valine,Vitamin-C(mg),Zinc
,TAPRA (dried),,,1,,,,,,,,771,,0,,0,0.7,,,,,,19.3,,,,,,0,0,,0,,1,,,,,552,0,,,0,,0,,,,,,,,,,,,0
,TAPSI (dried),,,0,,,,,,,,1597,,0,,0,1.2,,,,,,41.2,,,,,,0,0,,0,,1,,,,,595,0,,,0,,0,,,,,,,,,,,,0
,TARTOOR,,,1.2,,,,,,,,1072,,0,,0,0,,,,,,4.9,,,,,,0,0,,0,,1,,,,,218,0,,,0,,0,,,,,,,,,,,,0
,TENGRA fresh,,,2.3,,,,,,,,270,,0,,0,0,,,,,,2,,,,,,0,0,,0,,1,,,,,170,0,,,0,,0,,,,,,,,,,,,0
,TENGRA dried,,,0,,,,,,,,843,,0,,0,0.6,,,,,,0,,,,,,0,0,,0,,1,,,,,400,0,,,0,,0,,,,,,,,,,,,0
,TUNNY,,,0.9,,,,,,,,429,,0,,0,0,,,,,,6.8,,,,,,0,0,,0,,1,,,,,349,0,,,0,,0,,,,,,,,,,,,0
,WHITE BAIT,,,2.5,,,,,,,,643,,0,,0,0,,,,,,3.8,,,,,,0,0,,0,,1,,,,,437,0,,,0,,0,,,,,,,,,,,,0
,BEEF meal,,,0.2,,,,,,,,68,,0,,0,0,,,,,,18.8,,,,,,0,0,,0,,1,,,,,324,0,,,0,,0,,,,,,,,,,,,0
398,BEEF muscle,,114,0,,22.6,2.6,,,410,,10,18,0,0,0,0,80,0,0,200,,0.8,320,510,,,540,0,0,160,0,6.4,1,,,,260,190,214,0,,52,,0,,0.1,280,,3.6,,,70,220,330,2,0
,BUFFALO MEAT,,,0,,,,,,,,3,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,189,0,,,0,,0,,,,,,,,,,,,0
,DUCK,,,0.1,,,,,,,,4,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,235,0,,,0,,0,,,,,,,,,,,,0
,"EGG, duck",,,0.8,,,,,,,,70,,0,,0,0,,,,,,2.5,,,,,,0,0,,0,,1,,,,,260,0,,,0,,0,,,,,,,,,,,,0
402,"EGG, hen",,173,0,,13.3,13.3,,,400,,60,420,0,0,0,0,140,78.3,70.3,150,,2.1,410,520,,,440,0,0,210,0,0.1,1,,,,360,220,0,0.4,,0,,0,,0.1,320,,2.13,,,90,250,450,0,0
,"EGG, turtle",,,3.6,,,,,,,,93,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,299,0,,,0,,0,,,,,,,,,,,,0
,FINCH,,,0,,,,,,,,90,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,347,0,,,0,,0,,,,,,,,,,,,0
405,FOWL,,109,0,,25.9,0.6,,,350,,25,0,0,0,0,0,80,6.8,3.2,160,,0,330,460,,,500,0,0,160,0,0,1,,,,250,245,0,0.1,,0,,0,,0,250,,4.14,,,60,210,320,0,0
,GOAT MEAT (lean),,,0,,,,,,,,12,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,193,0,,,0,,0,,,,,,,,,,,,0
,GREY QUAIL,,,0,,,,,,,,22,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,282,0,,,0,,0,,,,,,,,,,,,0
,LIVER GOA5,,,0,,,,,,,,17,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,279,160,,,73,,0,,,,,,,,,,,,0
,LIVER SHEEP,,,1.3,,,,,,,,10,,0,,0,0,,,,,,6.3,,,,,,0,0,,0,,1,,,,,380,0,,,0,,0,,,,,,,,,,,,0
410,"MUTTON, muscle",,194,0,,18.5,13.3,,,430,,1590,9,0,0,0,0,80,5.8,1,170,,2.5,310,480,,,510,0,0,150,0,6.8,1,,,,250,150,270,0.1,,33,,0,,0.2,290,,2.96,,,80,210,320,0,0
,PIGEON,,,0,,,,,,,,12,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,290,0,,,0,,0,,,,,,,,,,,,0
412,"PORK, muscle",,114,0,,18.7,4.4,,,410,,30,0,0,0,0,0,80,0,0,190,,2.2,340,520,,,570,0,0,180,0,2.8,1,,,,280,200,0,0.1,,0,,0,,0.5,310,,2.99,,,90,230,360,2,0
,RUFF AND REEVE,,,0,,,,,,,,3,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,321,0,,,0,,0,,,,,,,,,,,,0
,"SNAIL, small",,,3.7,,,,,,,,1321,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,147,0,,,0,,0,,,,,,,,,,,,0
,"SNAIL, big",,,12.4,,,,,,,,870,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,116,0,,,0,,0,,,,,,,,,,,,0
,TURTLE'S MEAT,,,1.5,,,,,,,,7,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,162,0,,,0,,0,,,,,,,,,,,,0
,VENISON,,,1.9,,,,,,,,3,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,233,0,,,0,,0,,,,,,,,,,,,0
,MILK ass's,,,6.5,,,,,,,,80,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,0,0,,,0,,0,,,,,,,,,,,,0
419,MILK buffalo's,,117,5,,4.3,6.5,,,200,,210,48,0,0,0,0,90,5.6,3.3,130,,0.2,330,640,,,490,0,0,170,0,0.1,1,,,,270,130,90,0.1,,19,,0,,0,300,,0.69,,,90,0,380,1,0
420,MILK cow's,,67,4.4,,3.2,4.1,,,220,,120,53,0,0,0,0,50,8.5,5.6,170,,0.2,340,600,,,500,0,0,160,0,0.1,1,,,,320,90,140,0.2,,73,,0,,0.1,280,,0.51,,,90,300,400,2,0
421,MILK goat's,,72,4.6,,3.3,4.5,,,210,,170,55,0,0,0,0,0,1.3,0.7,180,,0.3,250,560,,,470,0,0,110,0,0.3,1,,,,240,120,110,0,,11,,0,,0.1,350,,0.53,,,80,200,340,1,0
422,MILK human,,65,7.4,,1.1,3.4,,,250,,28,41,0,0,0,0,110,0,1.3,170,,0,330,520,,,420,0,0,100,0,0,1,,,,230,11,0,0,,32,,0,,0,290,,0.18,,,110,230,310,3,0
423,CURDS (cow's milk),,60,3,,3.1,4,,,200,,149,31,0,0,0,0,60,12.5,3.3,160,,0.2,320,680,,,480,0,0,170,0,0.1,1,,,,330,93,130,0.2,,0,,0,,0.1,310,,0.5,,,80,370,470,1,0
,BUTTER MILK,,,0.5,,,,,,,,30,,0,,0,0,,,,,,0.1,,,,,,0,0,,0,,1,,,,,30,0,,,0,,0,,,,,,,,,,,,0
,"SKIMMED MILK, liquid",,,4.6,,,,,,,,120,,0,,0,0,,,,,,0.2,,,,,,0,0,,0,,1,,,,,90,0,,,0,,0,,,,,,,,,,,,0
,"CHANNA, cow's milk",,,1.2,,,,,,,,208,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,138,0,,,0,,0,,,,,,,,,,,,0
,"CHANNA, buffalo's",,,7.9,,,,,,,,480,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,277,0,,,0,,0,,,,,,,,,,,,0
428,CHEESE,,348,6.3,,24.1,25.1,,,240,,790,82,0,0,0,0,40,0,0,200,,2.1,360,640,,,520,0,0,180,0,0,1,,,,350,520,0,0,,0,,0,,0,260,,3.86,,,80,340,480,0,0
,KHOA (whole buffalo milk),,,20.5,,,,,,,,650,,0,,0,0,,,,,,5.8,,,,,,0,0,,0,,1,,,,,420,0,,,0,,0,,,,,,,,,,,,0
,KHOA (skimmed buffalo milk),,,25.7,,,,,,,,990,,0,,0,0,,,,,,2.7,,,,,,0,0,,0,,1,,,,,650,0,,,0,,0,,,,,,,,,,,,0
,KHOA (whole cow milk),,,24.9,,,,,,,,956,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,613,0,,,0,,0,,,,,,,,,,,,0
,SKIMMED MILK POWDER (cow's milk),,,51,,,,,,,,1370,,0,,0,0,,,,,,1.4,,,,,,0,0,,0,,1,,,,,1000,0,,,0,,0,,,,,,,,,,,,0
433,WHOLE MILK POWDER (cow's milk),,496,38,,25.8,26.7,,,220,,950,420,0,0,0,0,50,0,0,180,,0.6,360,630,,,490,0,0,170,0,0.8,1,,,,310,730,0,1.4,,0,,0,,0.3,280,,4.13,,,90,300,420,4,0
,BUTTER,,,0,,,,,,,,0,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,0,0,,,0,,0,,,,,,,,,,,,0
,GHEE (cow),,,0,,,,,,,,0,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,0,0,,,0,,0,,,,,,,,,,,,0
,GHEE (buffalo),,,0,,,,,,,,0,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,0,0,,,0,,0,,,,,,,,,,,,0
,HYDROGENATED OIL (fortified),,,0,,,,,,,,0,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,0,0,,,0,,0,,,,,,,,,,,,0
,"COOKING OIL (Gnut,ging,palm,must,coconut",,,0,,,,,,,,0,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,0,0,,,0,,0,,,,,,,,,,,,0
,SUGAR CANE,,,99.4,,,,,,,,12,,0,,0,0,,,,,,0.155,,,,,,0,0,,0,,1,,,,,1,0,,,0,,0,,,,,,,,,,,,0
,HONEY,,,79.5,,,,,,,,5,,0,,0,0,,,,,,0.696,,,,,,0,0,,0,,1,,,,,16,0,,,0,,0,,,,,,,,,,,,0
,JAGGERY (cane),,,95,,,,,,,,80,,0,,0,0,,,,,,2.64,,,,,,0,0,,0,,1,,,,,40,0,,,0,,0,,,,,,,,,,,,0
,JAGGERY (coconut),,,83.5,,,,,,,,1638,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,62,0,,,0,,0,,,,,,,,,,,,0
,JAGGERY (date palm),,,86.1,,,,,,,,363,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,62,0,,,0,,0,,,,,,,,,,,,0
,JAGGERY (fan palm),,,98.5,,,,,,,,225,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,44,0,,,0,,0,,,,,,,,,,,,0
,JAGGERY (sago palm),,,84.7,,,,,,,,1252,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,372,0,,,0,,0,,,,,,,,,,,,0
,SAGO,,,87.1,,,,,,,,10,,0,,0,0,,,,,,1.3,,,,,,0,0,,0,,1,,,,,10,0,,,0,,0,,,,,,,,,,,,0
,PACHWAI (Assam),,,5.8,,,,,,,,12,,0,,0,0,,,,,,4.5,,,,,,51,0,,0,,1,,,,,100,110,,,0,,25,,,,,,,,,,,,0
,"TODDY, fermented",,,1.8,,,,,,,,0,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,0,0,,,0,,0,,,,,,,,,,,,0
,"TODDY, sweet",,,14.3,,,,,,,,150,,0,,0,0,,,,,,0.3,,,,,,0,0,,0,,1,,,,,10,0,,,0,,0,,,,,,,,,,,,0
,NEERA,,,10.9,,,,,,,,0,,0,,0,0,,,,,,0.1,,,,,,0,0,,0,,1,,,,,140,0,,,0,,0,,,,,,,,,,,,0
,SUGAR CANE JUICE,,,9.1,,,,,,,,10,,0,,0,0,,,,,,0.1,,,,,,0,0,,0,,1,,,,,10,0,,,0,,0,,,,,,,,,,,,0
,Amaranth seeds,,,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
453,BAMBOO SEEDS,,367,75.9,,13.1,1.2,,,560,,37,0,76,0,0,0.2,130,0,0,130,,6.4,310,480,,,290,32,0,110,0,1.1,1,,,,270,162,0,0.1,,91,,0,,0.2,230,,2.96,,,50,200,370,0,0
454,BANTI,,371,74.7,,8.3,4.3,,,0,,14,0,0,0,0,0,0,0,0,0,,5,550,1040,,,180,0,0,120,0,1.8,1,,,,200,121,0,0,,0,,0,,0.3,140,,1.33,,,30,0,400,0,0
455,BUCK WHEAT,,323,65.1,,10.3,2.4,,,570,,64,0,6,0,0,0.2,110,0,0,130,,15.5,240,380,,,300,227,0,100,0,4.4,1,,,,240,355,362,0.3,,16.2,,148,,0.9,220,,1.65,,,80,140,370,0,0
456,CHENOPODIUM ALBUM SEEDS,,0,0,,14.4,7.3,,,440,,300,0,0,0,0,0.5,40,0,0,170,,5.3,195,402,,,337,292,2.1,112,0.1,3.5,1,,,,470,416,0,0.2,,0,,0,,0.2,429,,0,,,54,172,246,0,2.4
,COWAGE SEED FLOUR,,,55.6,,,,,,,,188,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,211,0,,,0,,0,,,,,,,,,,,,0
,DAINCHA SEEDS,,,45.1,,,,,,,,240,,0,,0,0,,,,,,16.5,,,,,,0,0,,0,,1,,,,,390,0,,,0,,0,,,,,,,,,,,,0
459,JOB'S TEARS,,378,63.4,,17.5,6,,,270,,23,0,0,0,0,0,110,0,0,130,,4.2,300,1020,,,130,0,0,160,0,6.7,1,,,,300,408,0,0,,0,,0,,0.3,200,,2.8,,,30,270,360,0,0
460,OATMEAL,,374,62.8,,13.6,7.6,,,390,,50,0,0,0,0,0,90,34,32,110,,3.8,270,440,,,230,0,0,100,0,1.1,1,,,,300,380,0,0,,0,,0,,1,200,,2.18,,,80,210,330,0,0
,KITTUL FLOUR,,,81.7,,,,,,,,130,,0,,0,0,,,,,,20,,,,,,0,0,,0,,1,,,,,60,0,,,0,,0,,,,,,,,,,,,0
,LOTUS SEED,,,64,,,,,,,,36,,0,,0,0,,,,,,2.3,,,,,,0,0,,0,,1,,,,,294,0,,,0,,0,,,,,,,,,,,,0
,MAKHANA,,,76.9,,,,,,,,20,,0,,0,0,,,,,,1.4,,,,,,0,0,,0,,1,,,,,90,0,,,0,,0,,,,,,,,,,,,0
,RAJKEERA SEEDS,,,62.7,,,,,,,,223,,9,,0,0.6,,,,,,17.6,,,,,,351,0,,0,,1,,,,,655,0,,,0,,174,,,,,,,,,,,,0
,WATER LILY SEEDS,,,75.6,,,,,,,,20,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,110,0,,,0,,0,,,,,,,,,,,,0
466,GOA BEANS,,0,0,,32.7,18.4,,,381,,0,0,0,0,0,1,0,0,0,186,,0,306,0,,,475,269,3.3,68,0,0,1,,,,325,0,0,0,,0,,0,,0,287,,0,,,0,312,331,0,3
467,MALMANDI,,0,0,,26.1,0,,,1544,,154,0,0,0,0,0,0,0,0,244,,0,293,535,,,445,0,0,53,0,4.5,1,,,,260,291,0,0.3,,0,,0,,0.8,307,,0,,,0,64,319,0,0
,SUTARI,,,60.9,,,,,,,,302,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,297,0,,,0,,0,,,,,,,,,,,,0
,"BAMBOO, tender shoots",,,5.7,,,,,,,,20,,0,,0,0,,,,,,0.1,,,,,,0,0,,0,,1,,,,,65,0,,,0,,0,,,,,,,,,,,,0
,CEYLON PASALI,,,4.3,,,,,,,,120,,0,,0,0,,,,,,0.9,,,,,,0,0,,0,,1,,,,,16,0,,,0,,0,,,,,,,,,,,,0
,CHIMTI SAG,,,6.9,,,,,,,,194,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,48,0,,,0,,0,,,,,,,,,,,,0
,GIRIA SAG,,,3.6,,,,,,,,50,,0,,0,0,,,,,,1.6,,,,,,0,0,,0,,1,,,,,79,0,,,0,,0,,,,,,,,,,,,0
,GULCHARNI,,,4.3,,,,,,,,59,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,60,0,,,0,,0,,,,,,,,,,,,0
,KASINI KEERAT,,,4.6,,,,,,,,94,,0,,0,0,,,,,,8,,,,,,0,0,,0,,1,,,,,21,0,,,0,,0,,,,,,,,,,,,0
,KATHA SAG,,,3,,,,,,,,253,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,35,0,,,0,,0,,,,,,,,,,,,0
,KENA SAG,,,2.5,,,,,,,,100,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,50,0,,,0,,0,,,,,,,,,,,,0
,KHESARI LEAVES,,,5.5,,,,,,,,160,,0,,0,0,,,,,,7.3,,,,,,0,0,,0,,1,,,,,100,0,,,0,,0,,,,,,,,,,,,0
,KOILA KARHA SAG,,,5.2,,,,,,,,330,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,21,0,,,0,,0,,,,,,,,,,,,0
,KONAR SAG,,,9.7,,,,,,,,312,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,92,0,,,0,,0,,,,,,,,,,,,0
,KORLA LEAVES,,,9,,,,,,,,112,,0,,0,0,,,,,,12.1,,,,,,0,0,,0,,1,,,,,122,0,,,0,,0,,,,,,,,,,,,0
,MANAL KEERAI,,,2.3,,,,,,,,370,,0,,0,0,,,,,,12.3,,,,,,0,0,,0,,1,,,,,67,0,,,0,,0,,,,,,,,,,,,0
,MATA SAG (lupu),,,57.8,,,,,,,,1717,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,80,0,,,0,,0,,,,,,,,,,,,0
,NACHUKOTTA KEERAI,,,9.1,,,,,,,,585,,0,,0,0,,,,,,41.6,,,,,,0,0,,0,,1,,,,,45,0,,,0,,0,,,,,,,,,,,,0
,NEEM LEAVES mature,,,22.9,,,,,,,,510,,0,,0,0,,,,,,17.1,,,,,,0,0,,0,,1,,,,,80,0,,,0,,0,,,,,,,,,,,,0
,NEEM LEAVES tender,,,21.2,,,,,,,,130,,26,,0,0.6,,,,,,25.3,,,,,,127,0,,0,,1,,,,,190,254,,,72.2,,96,,,,,,,,,,,,0
,PACHARISI KEERAI,,,12.3,,,,,,,,546,,0,,0,0,,,,,,21.2,,,,,,0,0,,0,,1,,,,,106,0,,,0,,0,,,,,,,,,,,,0
,PANNA KEERAI,,,6,,,,,,,,268,,0,,0,0,,,,,,24,,,,,,0,0,,0,,1,,,,,33,0,,,0,,0,,,,,,,,,,,,0
,PARWAR SAG,,,5.8,,,,,,,,531,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,73,0,,,0,,0,,,,,,,,,,,,0
,PASARAI KEERAI,,,7.9,,,,,,,,148,,0,,0,0,,,,,,58.2,,,,,,0,0,,0,,1,,,,,25,0,,,0,,0,,,,,,,,,,,,0
,PATUA SAG,,,8.1,,,,,,,,241,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,93,0,,,0,,0,,,,,,,,,,,,0
,POTATO LEAVES,,,3.6,,,,,,,,120,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,50,0,,,0,,0,,,,,,,,,,,,0
,PULIARA KEERAI,,,7.2,,,,,,,,116,,0,,0,0,,,,,,4.1,,,,,,0,0,,0,,1,,,,,35,0,,,0,,0,,,,,,,,,,,,0
,PUNNAKU KEERAI,,,10.1,,,,,,,,250,,0,,0,0,,,,,,35.7,,,,,,0,0,,0,,1,,,,,38,0,,,0,,0,,,,,,,,,,,,0
,PERANDAI,,,7.3,,,,,,,,650,,0,,0,0,,,,,,2.1,,,,,,0,0,,0,,1,,,,,50,0,,,0,,0,,,,,,,,,,,,0
,SARAVALLAI KEERAI,,,3.2,,,,,,,,100,,0,,0,0,,,,,,38.5,,,,,,0,0,,0,,1,,,,,30,0,,,0,,0,,,,,,,,,,,,0
,SARLI SAG,,,14.9,,,,,,,,127,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,51,0,,,0,,0,,,,,,,,,,,,0
,SEEMAI PONNANGANNI,,,7.5,,,,,,,,322,,0,,0,0,,,,,,16.8,,,,,,0,0,,0,,1,,,,,29,0,,,0,,0,,,,,,,,,,,,0
,SINDUAR SAG,,,5.8,,,,,,,,323,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,38,0,,,0,,0,,,,,,,,,,,,0
,"SINDUAR, (wild)",,,4.4,,,,,,,,104,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,40,0,,,0,,0,,,,,,,,,,,,0
,SONCHAL SAG,,,5.6,,,,,,,,300,,0,,0,0.4,,,,,,19.5,,,,,,0,0,,0,,1,,,,,60,0,,,680,,0,,,,,,,,,,,,0
,SOYA LEAVES,,,10.8,,,,,,,,180,,0,,0,0.1,,,,,,,,,,,,57,0.5,,0.4,,1,,,,,190,0,,,0,,0,,,,,,,,,,,,0
,SWEET POTATO LEAVES,,,9.7,,,,,,,,360,,0,,0,0,,,,,,10,,,,,,0,0,,0,,1,,,,,60,0,,,0,,0,,,,,,,,,,,,0
,THOODUVALAI KEERAI,,,4.6,,,,,,,,334,,0,,0,0,,,,,,5,,,,,,0,0,,0,,1,,,,,52,0,,,0,,0,,,,,,,,,,,,0
,VEETHI KEERAI,,,13.4,,,,,,,,366,,0,,0,0,,,,,,11.5,,,,,,0,0,,0,,1,,,,,62,0,,,0,,0,,,,,,,,,,,,0
,VELAIKEERAI,,,8.8,,,,,,,,778,,0,,0,0,,,,,,31.6,,,,,,0,0,,0,,1,,,,,100,0,,,0,,0,,,,,,,,,,,,0
,VELLA KEERAI,,,8.3,,,,,,,,881,,0,,0,0,,,,,,24.4,,,,,,0,0,,0,,1,,,,,73,0,,,0,,0,,,,,,,,,,,,0
,WATER CRESS,,,4.9,,,,,,,,290,,0,,0,0,,,,,,4.6,,,,,,0,0,,0,,1,,,,,140,0,,,0,,0,,,,,,,,,,,,0
,BOKWA,,,15.5,,,,,,,,25,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,53,0,,,0,,0,,,,,,,,,,,,0
,BUDHIA,,,29.9,,,,,,,,200,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,40,0,,,0,,0,,,,,,,,,,,,0
,BID ROOT,,,47.9,,,,,,,,11,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,133,0,,,0,,0,,,,,,,,,,,,0
,"CANNA, edible",,,24,,,,,,,,20,,0,,0,0,,,,,,0.8,,,,,,0,0,,0,,1,,,,,25,0,,,0,,0,,,,,,,,,,,,0
,CHUMBIA,,,28.8,,,,,,,,52,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,49,0,,,0,,0,,,,,,,,,,,,0
,CHURKIA,,,12.8,,,,,,,,19,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,38,0,,,0,,0,,,,,,,,,,,,0
,EPIDONG SANGA,,,1.7,,,,,,,,277,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,59,0,,,0,,0,,,,,,,,,,,,0
,GARMAR,,,11.4,,,,,,,,153,,0,,0,0,,,,,,0.6,,,,,,0,0,,0,,1,,,,,13,0,,,0,,0,,,,,,,,,,,,0
,JIPOO SANGA,,,4.6,,,,,,,,11,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,7,0,,,0,,0,,,,,,,,,,,,0
,LOTUS ROOT,,,11.3,,,,,,,,21,,0,,0,0,,,,,,0.4,,,,,,0,0,,0,,1,,,,,74,0,,,0,,0,,,,,,,,,,,,0
,MOOR SANGA,,,50,,,,,,,,25,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,21,0,,,0,,0,,,,,,,,,,,,0
,MURUM SANGA,,,14.7,,,,,,,,24,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,24,0,,,0,,0,,,,,,,,,,,,0
,OCHEN SANGA,,,7.6,,,,,,,,64,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,89,0,,,0,,0,,,,,,,,,,,,0
,SONG,,,30.9,,,,,,,,39,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,64,0,,,0,,0,,,,,,,,,,,,0
,TURUM SANGA,,,28,,,,,,,,342,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,19,0,,,0,,0,,,,,,,,,,,,0
,"WATER LILY, red",,,43.4,,,,,,,,65,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,217,0,,,0,,0,,,,,,,,,,,,0
,"WATER LILY, white",,,31.7,,,,,,,,76,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,220,0,,,0,,0,,,,,,,,,,,,0
,AGATHI FLOWERS,,,4.4,,,,,,,,9,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,5,0,,,0,,0,,,,,,,,,,,,0
,ARTICHOKE,,,16,,,,,,,,120,,0,,0,0,,,,,,2.3,,,,,,0,0,,0,,1,,,,,100,0,,,0,,0,,,,,,,,,,,,0
,BAGNAHA,,,11.5,,,,,,,,64,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,81,0,,,0,,0,,,,,,,,,,,,0
,"BOROOEE, raw",,,14.1,,,,,,,,30,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,18,0,,,0,,0,,,,,,,,,,,,0
,CHALTHA,,,13.4,,,,,,,,16,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,26,0,,,0,,0,,,,,,,,,,,,0
,KANDAN KATHIRI,,,4.8,,,,,,,,100,,0,,0,0,,,,,,1.2,,,,,,0,0,,0,,1,,,,,90,0,,,0,,0,,,,,,,,,,,,0
,"LOTUS SEED, green and mature",,,8.8,,,,,,,,49,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,151,0,,,0,,0,,,,,,,,,,,,0
,MADAPU GINJA,,,22.4,,,,,,,,270,,0,,0,0,,,,,,4.5,,,,,,0,0,,0,,1,,,,,440,0,,,0,,0,,,,,,,,,,,,0
,MUSHROOM,,,4.3,,,,,,,,6,,0,,0,0,,,,,,1.5,,,,,,0,0,,0,,1,,,,,110,0,,,0,,0,,,,,,,,,,,,0
,PHUTKA CHATTOO,,,14.1,,,,,,,,16,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,73,0,,,0,,0,,,,,,,,,,,,0
,NISORHA FLOWERS,,,9.3,,,,,,,,1740,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,116,0,,,0,,0,,,,,,,,,,,,0
,RHUBARB STALKS,,,4.3,,,,,,,,120,,0,,0,0,,,,,,2.2,,,,,,0,0,,0,,1,,,,,10,0,,,0,,0,,,,,,,,,,,,0
,SANGA KA PHAL,,,23.1,,,,,,,,16,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,48,0,,,0,,0,,,,,,,,,,,,0
,SANNHEMP FLOWERS,,,10.4,,,,,,,,200,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,100,0,,,0,,0,,,,,,,,,,,,0
,"SEA WEEDS, fresh",,,3.7,,,,,,,,134,,0,,0,0,,,,,,7,,,,,,0,0,,0,,1,,,,,10,0,,,0,,0,,,,,,,,,,,,0
,"SEA WEEDS, dry",,,51.2,,,,,,,,1543,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,114,0,,,0,,0,,,,,,,,,,,,0
,SILK COTTON FLOWERS,,,9.5,,,,,,,,22,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,45,0,,,0,,0,,,,,,,,,,,,0
